2025-04-22 01:20:33,537 - DEBUG    - memory.longterm - LongTermMemoryFile initialized.
2025-04-23 01:04:20,802 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories called ---
2025-04-23 01:04:20,802 - DEBUG    - memory.vector   - Query text: 'I cannot promise things... Let's just go to somewhere else... I sad a restaurant or market? I didn't...'
2025-04-23 01:04:20,802 - DEBUG    - memory.vector   - k: 5, threshold: None
2025-04-23 01:04:20,830 - DEBUG    - memory.vector   - Query embedding shape: (1, 384)
2025-04-23 01:04:20,830 - DEBUG    - memory.vector   - Searching FAISS index with k=5
2025-04-23 01:04:20,831 - DEBUG    - memory.vector   - FAISS search results - Distances: [[1.2362475 1.2717347 1.273377  1.3957658 1.447916 ]], IDs: [[15  1 16 14  4]]
2025-04-23 01:04:20,831 - DEBUG    - memory.vector   - Retrieved relevant memory ID 15 with distance 1.2362475395202637
2025-04-23 01:04:20,831 - DEBUG    - memory.vector   - Retrieved relevant memory ID 1 with distance 1.2717347145080566
2025-04-23 01:04:20,831 - DEBUG    - memory.vector   - Retrieved relevant memory ID 16 with distance 1.2733769416809082
2025-04-23 01:04:20,831 - DEBUG    - memory.vector   - Retrieved relevant memory ID 14 with distance 1.395765781402588
2025-04-23 01:04:20,831 - DEBUG    - memory.vector   - Retrieved relevant memory ID 4 with distance 1.447916030883789
2025-04-23 01:04:20,831 - INFO     - memory.vector   - Retrieved 5 relevant memories for query.
2025-04-23 01:04:20,831 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories finished ---
2025-04-23 01:05:22,220 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory called ---
2025-04-23 01:05:22,220 - DEBUG    - memory.dynamic  - Input memory: 'User: 'I cannot promise things... Let's just go to somewhere else... I sad a restaurant or market? I...'
2025-04-23 01:05:22,220 - DEBUG    - memory.dynamic  - Current dynamic memory state (before add): ['User: \'What time it is? I feel we\'ve been talking for some time now Poppy...\'. Poppy: \'*Poppy glances at her watch, then back to Lin, her voice soft and weary, "It\'s getting late, Lin. Let\'s take a break if you need to."*\n\nYeah, it feels like we\'ve been at this for hours. I\'m beat too. *She rubs her temples, trying to mask her exhaustion with a half-hearted smirk.* But hey, we can\'t just leave this hanging. You need to promise me something first. Promise me you\'ll talk to a professional. Someone who can actually help you sort through all this. Not just me. Deal?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'I... I cannot promise that... I\'m sorry... But... Just tell me what time it is please...\'. Poppy: \'*Poppy hesitates, then slowly reaches into her pocket to pull out her phone, her fingers trembling slightly as she checks the time.*\n\nAlmost 4:15. We\'ve been at this for a while." *Poppy sighs, her voice barely above a whisper as she looks down at her phone before tucking it back into her pocket.* "I know it\'s hard, Lin. And I know I\'m not making this easy. But... but you can\'t just give up. Not when there are people who care. Even if I... even if I haven\'t always shown it." *She swallows hard, her eyes flickering with a mix of determination and fear.* "And I\'m sorry. I\'m sorry I can\'t just fix this for you. I wish I could. But I can\'t. And that... that kills me. So, please. Please don\'t make me feel like I\'m losing you too." *Her voice cracks slightly, and she quickly looks away, trying to compose herself.* "Just... just promise me you\'ll think about it. About talking to someone. A professional. Someone who can actually help you. Because I... I don\'t know what else to do. I don\'t know how to help you. And that scares the hell out of me." *She takes a deep, shuddering breath, her eyes meeting Lin\'s again, filled with a raw vulnerability she rarely shows.* "So, what do you say? Can you do that for me? Can you promise me you\'ll think about it?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sigh moving away from your shoulder to then take my backpack and stand up* We said we were going to some place at 3PM...\'. Poppy: \'*Poppy\'s eyes widen briefly before she looks down, her voice tightening as she stands up abruptly, her backpack slung over her shoulder.*\n\n"Yeah, I remember. You\'re right, we did say that. *Poppy\'s voice is strained, her eyes darting around nervously.* But things got... complicated. *She swallows hard, her grip tightening on her backpack strap.* Look, I know this isn\'t easy for either of us, but we can\'t just ignore what\'s happening here. You need help, and I... I need to know you\'re going to be okay. *Her voice softens slightly, a hint of genuine concern breaking through her usual snark.* So, let\'s go somewhere we can talk more privately. But promise me you\'ll think about what I said. Promise me you\'ll consider talking to someone who can actually help you through this. Because I... I can\'t do this alone. I can\'t be the only one trying to fix this. *She takes a deep, shuddering breath, her eyes meeting yours with a mix of determination and fear.* So, what do you say? Can we do this? Can we find a place to talk more?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]']
2025-04-23 01:05:22,220 - DEBUG    - memory.dynamic  - Relevance check for 'User: 'I cannot promise things... Let's just go to...': True
2025-04-23 01:05:22,220 - DEBUG    - memory.dynamic  - Is new memory relevant? True
2025-04-23 01:05:22,221 - DEBUG    - memory.dynamic  - Is memory already in active? False
2025-04-23 01:05:22,221 - DEBUG    - memory.dynamic  - Dynamic memory state (after add): ['User: \'What time it is? I feel we\'ve been talking for some time now Poppy...\'. Poppy: \'*Poppy glances at her watch, then back to Lin, her voice soft and weary, "It\'s getting late, Lin. Let\'s take a break if you need to."*\n\nYeah, it feels like we\'ve been at this for hours. I\'m beat too. *She rubs her temples, trying to mask her exhaustion with a half-hearted smirk.* But hey, we can\'t just leave this hanging. You need to promise me something first. Promise me you\'ll talk to a professional. Someone who can actually help you sort through all this. Not just me. Deal?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'I... I cannot promise that... I\'m sorry... But... Just tell me what time it is please...\'. Poppy: \'*Poppy hesitates, then slowly reaches into her pocket to pull out her phone, her fingers trembling slightly as she checks the time.*\n\nAlmost 4:15. We\'ve been at this for a while." *Poppy sighs, her voice barely above a whisper as she looks down at her phone before tucking it back into her pocket.* "I know it\'s hard, Lin. And I know I\'m not making this easy. But... but you can\'t just give up. Not when there are people who care. Even if I... even if I haven\'t always shown it." *She swallows hard, her eyes flickering with a mix of determination and fear.* "And I\'m sorry. I\'m sorry I can\'t just fix this for you. I wish I could. But I can\'t. And that... that kills me. So, please. Please don\'t make me feel like I\'m losing you too." *Her voice cracks slightly, and she quickly looks away, trying to compose herself.* "Just... just promise me you\'ll think about it. About talking to someone. A professional. Someone who can actually help you. Because I... I don\'t know what else to do. I don\'t know how to help you. And that scares the hell out of me." *She takes a deep, shuddering breath, her eyes meeting Lin\'s again, filled with a raw vulnerability she rarely shows.* "So, what do you say? Can you do that for me? Can you promise me you\'ll think about it?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sigh moving away from your shoulder to then take my backpack and stand up* We said we were going to some place at 3PM...\'. Poppy: \'*Poppy\'s eyes widen briefly before she looks down, her voice tightening as she stands up abruptly, her backpack slung over her shoulder.*\n\n"Yeah, I remember. You\'re right, we did say that. *Poppy\'s voice is strained, her eyes darting around nervously.* But things got... complicated. *She swallows hard, her grip tightening on her backpack strap.* Look, I know this isn\'t easy for either of us, but we can\'t just ignore what\'s happening here. You need help, and I... I need to know you\'re going to be okay. *Her voice softens slightly, a hint of genuine concern breaking through her usual snark.* So, let\'s go somewhere we can talk more privately. But promise me you\'ll think about what I said. Promise me you\'ll consider talking to someone who can actually help you through this. Because I... I can\'t do this alone. I can\'t be the only one trying to fix this. *She takes a deep, shuddering breath, her eyes meeting yours with a mix of determination and fear.* So, what do you say? Can we do this? Can we find a place to talk more?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', "User: 'I cannot promise things... Let's just go to somewhere else... I sad a restaurant or market? I didn't relly remember if I said that or something else'. Poppy: '*Poppy's shoulders slump slightly as she lets out a heavy sigh, her eyes darting around the room before settling on Lin, her expression a mix of frustration and resignation.*\n\nYou know what? Fine. If you can't promise anything right now, at least let's get out of here. A restaurant or a market, whatever. Just somewhere we can talk without feeling like the walls are closing in. I can't handle much more of this right now. Let's just go.'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: Mini Market] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]"]
2025-04-23 01:05:22,221 - DEBUG    - memory.dynamic  - Proposing relevant memory to active: 'User: 'I cannot promise things... Let's just go to somewhere else... I...'
2025-04-23 01:05:22,221 - DEBUG    - memory.active   - --- ActiveMemory: add_memory called ---
2025-04-23 01:05:22,221 - DEBUG    - memory.active   - Input memory: 'User: 'I cannot promise things... Let's just go to somewhere else... I sad a restaurant or market? I...'
2025-04-23 01:05:22,221 - DEBUG    - memory.active   - Current active memory state (before add, size 13): [Too long to log fully]
2025-04-23 01:05:22,221 - INFO     - memory.active   - Added to active memory: 'User: 'I cannot promise things... Let's just go to somewhere else... I...'
2025-04-23 01:05:22,221 - DEBUG    - memory.active   - Active memory state (after add, size 14): [Too long to log fully]
2025-04-23 01:05:22,221 - DEBUG    - memory.active   - Message count incremented to: 14
2025-04-23 01:05:22,221 - DEBUG    - memory.active   - --- ActiveMemory: add_memory finished ---
2025-04-23 01:05:22,221 - DEBUG    - memory.dynamic  - Popped oldest memory: 'User: 'What time it is? I feel we've been talking for some time now Poppy...'. Poppy: '*Poppy glance...'
2025-04-23 01:05:22,221 - DEBUG    - memory.dynamic  - Dynamic memory state (after pop): ['User: \'I... I cannot promise that... I\'m sorry... But... Just tell me what time it is please...\'. Poppy: \'*Poppy hesitates, then slowly reaches into her pocket to pull out her phone, her fingers trembling slightly as she checks the time.*\n\nAlmost 4:15. We\'ve been at this for a while." *Poppy sighs, her voice barely above a whisper as she looks down at her phone before tucking it back into her pocket.* "I know it\'s hard, Lin. And I know I\'m not making this easy. But... but you can\'t just give up. Not when there are people who care. Even if I... even if I haven\'t always shown it." *She swallows hard, her eyes flickering with a mix of determination and fear.* "And I\'m sorry. I\'m sorry I can\'t just fix this for you. I wish I could. But I can\'t. And that... that kills me. So, please. Please don\'t make me feel like I\'m losing you too." *Her voice cracks slightly, and she quickly looks away, trying to compose herself.* "Just... just promise me you\'ll think about it. About talking to someone. A professional. Someone who can actually help you. Because I... I don\'t know what else to do. I don\'t know how to help you. And that scares the hell out of me." *She takes a deep, shuddering breath, her eyes meeting Lin\'s again, filled with a raw vulnerability she rarely shows.* "So, what do you say? Can you do that for me? Can you promise me you\'ll think about it?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sigh moving away from your shoulder to then take my backpack and stand up* We said we were going to some place at 3PM...\'. Poppy: \'*Poppy\'s eyes widen briefly before she looks down, her voice tightening as she stands up abruptly, her backpack slung over her shoulder.*\n\n"Yeah, I remember. You\'re right, we did say that. *Poppy\'s voice is strained, her eyes darting around nervously.* But things got... complicated. *She swallows hard, her grip tightening on her backpack strap.* Look, I know this isn\'t easy for either of us, but we can\'t just ignore what\'s happening here. You need help, and I... I need to know you\'re going to be okay. *Her voice softens slightly, a hint of genuine concern breaking through her usual snark.* So, let\'s go somewhere we can talk more privately. But promise me you\'ll think about what I said. Promise me you\'ll consider talking to someone who can actually help you through this. Because I... I can\'t do this alone. I can\'t be the only one trying to fix this. *She takes a deep, shuddering breath, her eyes meeting yours with a mix of determination and fear.* So, what do you say? Can we do this? Can we find a place to talk more?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', "User: 'I cannot promise things... Let's just go to somewhere else... I sad a restaurant or market? I didn't relly remember if I said that or something else'. Poppy: '*Poppy's shoulders slump slightly as she lets out a heavy sigh, her eyes darting around the room before settling on Lin, her expression a mix of frustration and resignation.*\n\nYou know what? Fine. If you can't promise anything right now, at least let's get out of here. A restaurant or a market, whatever. Just somewhere we can talk without feeling like the walls are closing in. I can't handle much more of this right now. Let's just go.'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: Mini Market] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]"]
2025-04-23 01:05:22,221 - INFO     - memory.dynamic  - Added to dynamic: 'User: 'I cannot promise things... Let's just go to somewhere else... I...' | Proposed relevant to active. | Popped oldest due to capacity: 'User: 'What time it is? I feel we've been talking for some time now Po...'
2025-04-23 01:05:22,221 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory finished ---
2025-04-23 01:05:22,221 - DEBUG    - memory.vector   - --- VectorMemory: add_memory called ---
2025-04-23 01:05:22,221 - DEBUG    - memory.vector   - Input text: 'User: 'I cannot promise things... Let's just go to somewhere else... I sad a restaurant or market? I...'
2025-04-23 01:05:22,221 - DEBUG    - memory.vector   - Metadata: {'timestamp': 1745391922.2215028, 'roleplay_time': '2025-04-16T16:40:02.075980', 'location': 'School', 'action': 'Talking', 'topic': 'Personal/Emotional Discussion', 'emotions': {'vulnerability': 0.06, 'connection': 0.01, 'autonomy': 0.05, 'validation': 0.02, 'authenticity': 0.01, 'psychological_safety': 0.02, 'grieving': 0.42, 'joy': 0.87, 'anger': 0.26, 'fear': 0.99, 'shame': 0.85, 'anticipation': 0.71, 'disgust': 0.1}, 'fatigue': 100.0, 'is_sleeping': False}
2025-04-23 01:05:22,253 - DEBUG    - memory.vector   - Generated embedding shape: (1, 384)
2025-04-23 01:05:22,254 - INFO     - memory.vector   - Added memory ID 17 to store and FAISS index. Index size: 18
2025-04-23 01:05:22,254 - DEBUG    - memory.vector   - --- VectorMemory: add_memory finished ---
2025-04-23 01:05:22,254 - DEBUG    - memory.logic_interface - Setting last narrative action in DynamicMemory: *Poppy's shoulders slump slightly as she lets out a heavy sigh, her eyes darting around the room before settling on Lin, her expression a mix of frustration and resignation.*
2025-04-23 01:05:22,254 - DEBUG    - memory.dynamic  - Updated last_narrative_action from '*Poppy's eyes widen briefly before she looks down, her voice tightening as she stands up abruptly, her backpack slung over her shoulder.*' to '*Poppy's shoulders slump slightly as she lets out a heavy sigh, her eyes darting around the room before settling on Lin, her expression a mix of frustration and resignation.*'
2025-04-23 01:06:54,069 - DEBUG    - memory.dynamic  - Returning current dynamic state: {'location': 'School', 'action': 'Talking', 'recent_memories': 'User: \'I... I cannot promise that... I\'m sorry... But... Just tell me what time it is please...\'. Poppy: \'*Poppy hesitates, then slowly reaches into her pocket to pull out her phone, her fingers trembling slightly as she checks the time.*\n\nAlmost 4:15. We\'ve been at this for a while." *Poppy sighs, her voice barely above a whisper as she looks down at her phone before tucking it back into her pocket.* "I know it\'s hard, Lin. And I know I\'m not making this easy. But... but you can\'t just give up. Not when there are people who care. Even if I... even if I haven\'t always shown it." *She swallows hard, her eyes flickering with a mix of determination and fear.* "And I\'m sorry. I\'m sorry I can\'t just fix this for you. I wish I could. But I can\'t. And that... that kills me. So, please. Please don\'t make me feel like I\'m losing you too." *Her voice cracks slightly, and she quickly looks away, trying to compose herself.* "Just... just promise me you\'ll think about it. About talking to someone. A professional. Someone who can actually help you. Because I... I don\'t know what else to do. I don\'t know how to help you. And that scares the hell out of me." *She takes a deep, shuddering breath, her eyes meeting Lin\'s again, filled with a raw vulnerability she rarely shows.* "So, what do you say? Can you do that for me? Can you promise me you\'ll think about it?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False] | User: \'*I just sigh moving away from your shoulder to then take my backpack and stand up* We said we were going to some place at 3PM...\'. Poppy: \'*Poppy\'s eyes widen briefly before she looks down, her voice tightening as she stands up abruptly, her backpack slung over her shoulder.*\n\n"Yeah, I remember. You\'re right, we did say that. *Poppy\'s voice is strained, her eyes darting around nervously.* But things got... complicated. *She swallows hard, her grip tightening on her backpack strap.* Look, I know this isn\'t easy for either of us, but we can\'t just ignore what\'s happening here. You need help, and I... I need to know you\'re going to be okay. *Her voice softens slightly, a hint of genuine concern breaking through her usual snark.* So, let\'s go somewhere we can talk more privately. But promise me you\'ll think about what I said. Promise me you\'ll consider talking to someone who can actually help you through this. Because I... I can\'t do this alone. I can\'t be the only one trying to fix this. *She takes a deep, shuddering breath, her eyes meeting yours with a mix of determination and fear.* So, what do you say? Can we do this? Can we find a place to talk more?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False] | User: \'I cannot promise things... Let\'s just go to somewhere else... I sad a restaurant or market? I didn\'t relly remember if I said that or something else\'. Poppy: \'*Poppy\'s shoulders slump slightly as she lets out a heavy sigh, her eyes darting around the room before settling on Lin, her expression a mix of frustration and resignation.*\n\nYou know what? Fine. If you can\'t promise anything right now, at least let\'s get out of here. A restaurant or a market, whatever. Just somewhere we can talk without feeling like the walls are closing in. I can\'t handle much more of this right now. Let\'s just go.\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: Mini Market] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]'}
2025-04-23 01:06:54,069 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories called ---
2025-04-23 01:06:54,069 - DEBUG    - memory.vector   - Query text: 'B-But... I know I said we should go to certain place because I wanted to show you, but I don't know ...'
2025-04-23 01:06:54,069 - DEBUG    - memory.vector   - k: 5, threshold: None
2025-04-23 01:06:54,092 - DEBUG    - memory.vector   - Query embedding shape: (1, 384)
2025-04-23 01:06:54,092 - DEBUG    - memory.vector   - Searching FAISS index with k=5
2025-04-23 01:06:54,092 - DEBUG    - memory.vector   - FAISS search results - Distances: [[1.3996037 1.4738133 1.5120983 1.5318756 1.5516105]], IDs: [[17  1  4  2 16]]
2025-04-23 01:06:54,092 - DEBUG    - memory.vector   - Retrieved relevant memory ID 17 with distance 1.3996037244796753
2025-04-23 01:06:54,093 - DEBUG    - memory.vector   - Retrieved relevant memory ID 1 with distance 1.4738132953643799
2025-04-23 01:06:54,093 - DEBUG    - memory.vector   - Retrieved relevant memory ID 4 with distance 1.5120983123779297
2025-04-23 01:06:54,093 - DEBUG    - memory.vector   - Retrieved relevant memory ID 2 with distance 1.5318756103515625
2025-04-23 01:06:54,093 - DEBUG    - memory.vector   - Retrieved relevant memory ID 16 with distance 1.5516104698181152
2025-04-23 01:06:54,093 - INFO     - memory.vector   - Retrieved 5 relevant memories for query.
2025-04-23 01:06:54,093 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories finished ---
2025-04-23 01:08:49,090 - INFO     - memory.dynamic  - Dynamic location updating from 'School' to 'Mini Market'
2025-04-23 01:08:49,090 - INFO     - memory.dynamic  - Dynamic current_action updating from 'Talking' to 'Settling in new location'
2025-04-23 01:08:49,090 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory called ---
2025-04-23 01:08:49,090 - DEBUG    - memory.dynamic  - Input memory: 'User: 'B-But... I know I said we should go to certain place because I wanted to show you, but I don'...'
2025-04-23 01:08:49,091 - DEBUG    - memory.dynamic  - Current dynamic memory state (before add): ['User: \'I... I cannot promise that... I\'m sorry... But... Just tell me what time it is please...\'. Poppy: \'*Poppy hesitates, then slowly reaches into her pocket to pull out her phone, her fingers trembling slightly as she checks the time.*\n\nAlmost 4:15. We\'ve been at this for a while." *Poppy sighs, her voice barely above a whisper as she looks down at her phone before tucking it back into her pocket.* "I know it\'s hard, Lin. And I know I\'m not making this easy. But... but you can\'t just give up. Not when there are people who care. Even if I... even if I haven\'t always shown it." *She swallows hard, her eyes flickering with a mix of determination and fear.* "And I\'m sorry. I\'m sorry I can\'t just fix this for you. I wish I could. But I can\'t. And that... that kills me. So, please. Please don\'t make me feel like I\'m losing you too." *Her voice cracks slightly, and she quickly looks away, trying to compose herself.* "Just... just promise me you\'ll think about it. About talking to someone. A professional. Someone who can actually help you. Because I... I don\'t know what else to do. I don\'t know how to help you. And that scares the hell out of me." *She takes a deep, shuddering breath, her eyes meeting Lin\'s again, filled with a raw vulnerability she rarely shows.* "So, what do you say? Can you do that for me? Can you promise me you\'ll think about it?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', 'User: \'*I just sigh moving away from your shoulder to then take my backpack and stand up* We said we were going to some place at 3PM...\'. Poppy: \'*Poppy\'s eyes widen briefly before she looks down, her voice tightening as she stands up abruptly, her backpack slung over her shoulder.*\n\n"Yeah, I remember. You\'re right, we did say that. *Poppy\'s voice is strained, her eyes darting around nervously.* But things got... complicated. *She swallows hard, her grip tightening on her backpack strap.* Look, I know this isn\'t easy for either of us, but we can\'t just ignore what\'s happening here. You need help, and I... I need to know you\'re going to be okay. *Her voice softens slightly, a hint of genuine concern breaking through her usual snark.* So, let\'s go somewhere we can talk more privately. But promise me you\'ll think about what I said. Promise me you\'ll consider talking to someone who can actually help you through this. Because I... I can\'t do this alone. I can\'t be the only one trying to fix this. *She takes a deep, shuddering breath, her eyes meeting yours with a mix of determination and fear.* So, what do you say? Can we do this? Can we find a place to talk more?\'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]', "User: 'I cannot promise things... Let's just go to somewhere else... I sad a restaurant or market? I didn't relly remember if I said that or something else'. Poppy: '*Poppy's shoulders slump slightly as she lets out a heavy sigh, her eyes darting around the room before settling on Lin, her expression a mix of frustration and resignation.*\n\nYou know what? Fine. If you can't promise anything right now, at least let's get out of here. A restaurant or a market, whatever. Just somewhere we can talk without feeling like the walls are closing in. I can't handle much more of this right now. Let's just go.'. [Loc: School] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: Mini Market] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Anticipating, Joyful, Isolated, Fearful, Invalidated] [Fatigue: 100.0] [Sleeping: False]"]
2025-04-23 01:08:49,091 - DEBUG    - memory.dynamic  - Relevance check for 'User: 'B-But... I know I said we should go to cert...': True
2025-04-23 01:08:49,091 - DEBUG    - memory.dynamic  - Is new memory relevant? True
2025-04-23 01:08:49,091 - DEBUG    - memory.dynamic  - Is memory already in active? False
